Genus,Importer,Exporter,Term,Purpose,Source
Chelonia,US,MX,skulls,P,I
Chelonia,US,NI,specimens,S,W
Chelonia,US,PA,specimens,S,W
,AT,KR,carvings,Q,O
,AU,GB,carvings,T,O
,CH,AE,carvings,T,O
,CH,DE,bodies,Q,O
,CH,FR,carvings,T,O
,CH,GB,carvings,T,O
,CN,FR,carvings,T,O
,CN,FR,jewellery,T,O
,CN,GB,carvings,T,O
,CN,US,carvings,T,I
,DE,CH,bodies,Q,O
,DE,CH,carvings,T,O
,FR,CH,carvings,Q,O
,FR,CH,carvings,T,O
,FR,CH,jewellery,T,O
,FR,FR,carvings,Q,O
,FR,FR,carvings,Q,O
,FR,MC,carvings,P,W
,FR,MC,carvings,T,O
,GB,CH,carvings,T,O
,GB,HK,carvings,T,O
,GB,JP,carvings,Q,O
,HK,FR,carvings,T,O
,HK,GB,carvings,T,O
,IL,NL,carvings,Q,O
,JE,GB,carvings,T,O
,JP,CH,carvings,T,O
,JP,GB,carvings,Q,O
,JP,GB,carvings,Q,O
,JP,GB,carvings,T,O
,JP,GB,carvings,Q,O
,MC,FR,carvings,T,O
,MC,FR,jewellery,T,O
,NZ,FR,carvings,P,O
,NZ,TO,carapaces,P,W
,PE,BE,carvings,T,O
,PF,FR,carvings,Q,O
,US,AR,shells,T,I
,US,BZ,meat,P,I
,US,CN,carvings,P,I
,US,CO,meat,P,I
,US,FM,jewellery,P,I
,US,FM,carvings,P,I
,US,FM,jewellery,P,I
,US,FM,shells,P,I
,US,FR,carvings,Q,O
,US,FR,carvings,T,O
,US,FR,shells,P,I
,US,FR,shells,P,O
,US,FR,shells,T,I
,US,GB,carvings,T,O
,US,GB,shells,P,I
,US,GB,shells,T,I
,US,GB,shells,T,O
,US,HT,meat,P,I
,US,HT,shells,P,I
,US,JM,shells,P,I
,US,JP,shells,P,I
,US,KY,meat,P,I
,US,LC,jewellery,P,I
,US,MH,jewellery,P,I
,US,MX,bones,P,I
,US,MX,leather products (small),P,I
,US,MX,leather products (small),T,I
,US,MX,oil,P,I
,US,MX,shells,P,I
,US,NI,jewellery,P,I
,US,NI,meat,P,I
,US,NI,meat,P,I
,US,NI,shells,P,I
,US,PA,meat,P,I
,US,PE,shells,T,I
,US,PW,jewellery,P,I
,US,PW,carvings,P,I
,US,PW,jewellery,P,I
,US,PW,shells,P,I
,US,SV,eggs,P,I
,US,SV,eggs,T,I
,US,TR,scales,T,O
,US,TR,shells,T,I
,US,VE,jewellery,P,I
,US,XX,eggs,P,I
,XX,DE,carvings,P,O
Eretmochelys,AU,NZ,bodies,P,O
Eretmochelys,BB,FR,specimens,S,W
Eretmochelys,CA,FR,carvings,Q,O
Eretmochelys,CH,FR,carvings,T,O
Eretmochelys,CH,FR,jewellery,T,O
Eretmochelys,CH,FR,scales,T,O
Eretmochelys,CH,HK,carvings,T,O
Eretmochelys,CH,US,shells,T,O
Eretmochelys,CN,GB,carvings,T,O
Eretmochelys,CU,ES,carvings,P,O
Eretmochelys,CU,ES,carvings,P,O
Eretmochelys,FR,CA,carvings,Q,O
Eretmochelys,FR,CH,scales,T,O
Eretmochelys,FR,CN,carvings,T,O
Eretmochelys,FR,HK,carvings,T,O
Eretmochelys,FR,JP,carvings,Q,C
Eretmochelys,FR,JP,carvings,Q,O
Eretmochelys,FR,TO,carvings,P,W
Eretmochelys,FR,US,carvings,T,O
Eretmochelys,FR,US,shells,T,O
Eretmochelys,GB,CH,carvings,T,O
Eretmochelys,GB,OM,specimens,S,W
Eretmochelys,GB,US,bone carvings,P,O
Eretmochelys,GB,US,carvings,P,O
Eretmochelys,GB,US,carvings,T,O
Eretmochelys,GB,US,shells,T,O
Eretmochelys,HK,CH,carvings,T,O
Eretmochelys,HK,FR,carvings,T,O
Eretmochelys,HK,GB,carvings,T,O
Eretmochelys,JP,FR,carvings,Q,O
Eretmochelys,JP,FR,carvings,T,O
Eretmochelys,JP,GB,carvings,T,O
Eretmochelys,JP,IT,carvings,T,O
Eretmochelys,KR,SG,live,Z,I
Eretmochelys,MX,ES,carvings,Q,W
Eretmochelys,MX,FR,carvings,T,O
Eretmochelys,MY,GB,carvings,T,O
Eretmochelys,MY,GB,carvings,T,O
Eretmochelys,NL,US,carvings,Q,O
Eretmochelys,PA,GB,carvings,T,O
Eretmochelys,PH,SG,shells,Q,O
Eretmochelys,PT,ST,specimens,S,W
Eretmochelys,PT,ST,specimens,,
Eretmochelys,RU,FR,carvings,T,O
Eretmochelys,SG,GB,carvings,T,O
Eretmochelys,SG,GB,shells,E,O
Eretmochelys,SG,PH,carvings,Q,O
Eretmochelys,SG,PH,shells,Q,O
Eretmochelys,SN,US,carapaces,L,I
Eretmochelys,SN,US,jewellery,L,I
Eretmochelys,TW,FR,carvings,T,O
Eretmochelys,US,BM,specimens,S,W
Eretmochelys,US,BS,specimens,S,W
Eretmochelys,US,CR,specimens,S,W
Eretmochelys,US,CU,bodies,P,I
Eretmochelys,US,DO,genitalia,P,I
Eretmochelys,US,ET,shells,P,I
Eretmochelys,US,FJ,specimens,S,W
Eretmochelys,US,FR,carvings,P,I
Eretmochelys,US,FR,carvings,P,O
Eretmochelys,US,FR,carvings,T,O
Eretmochelys,US,FR,shells,Q,O
Eretmochelys,US,FR,shells,T,O
Eretmochelys,US,GB,carvings,T,O
Eretmochelys,US,GB,scales,T,O
Eretmochelys,US,GB,shells,P,O
Eretmochelys,US,GB,shells,T,I
Eretmochelys,US,GB,shells,T,O
Eretmochelys,US,MX,carapaces,P,I
Eretmochelys,US,NI,eggshell,S,W
Eretmochelys,US,NI,specimens,S,W
Eretmochelys,US,NL,carvings,Q,O
Eretmochelys,US,SV,specimens,S,W
Eretmochelys,US,TW,carvings,Q,O
Eretmochelys,US,VG,carapaces,P,I
Eretmochelys,HK,US,shells,T,I
Eretmochelys,US,GD,carapaces,P,I
Eretmochelys,US,PA,specimens,S,W
Lepidochelys,US,CA,specimens,S,W
Lepidochelys,BE,MV,live,Z,W
Lepidochelys,CH,FR,carvings,P,O
Lepidochelys,DE,UY,specimens,S,W
Lepidochelys,GB,OM,specimens,S,W
Lepidochelys,KR,SG,live,Z,I
Lepidochelys,PT,ST,specimens,S,W
Lepidochelys,PT,ST,specimens,,
Lepidochelys,US,CR,extract,S,W
Lepidochelys,US,CR,shells,S,W
Lepidochelys,US,CR,skin pieces,S,W
Lepidochelys,US,CR,specimens,T,I
Natator,US,AU,specimens,S,W
Ciconia,KP,CN,bodies,E,U
Jabiru,MX,FR,carvings,T,O
Caloenas,GB,JE,bodies,S,C
Caloenas,GB,JE,bodies,S,C
Caloenas,GB,JE,bodies,S,F
Caloenas,RU,CZ,live,T,C
Caloenas,SA,KW,live,P,C
Saussurea,AE,CN,medicine,T,D
Saussurea,AE,CN,roots,T,A
Saussurea,AR,FR,extract,T,D
Saussurea,AT,CH,powder,T,D
Saussurea,AT,CH,roots,T,D
Saussurea,AU,CN,medicine,T,D
Saussurea,AU,CN,medicine,T,D
Saussurea,BD,CN,roots,T,D
Saussurea,BR,FR,extract,T,D
Saussurea,CA,CN,medicine,T,D
Saussurea,CA,CN,medicine,T,D
Saussurea,CA,CN,medicine,T,D
Saussurea,CA,HK,medicine,T,D
Saussurea,CA,US,extract,T,D
Saussurea,CH,DE,roots,T,D
Saussurea,CH,DE,roots,T,D
Saussurea,CH,FR,extract,T,D
Saussurea,CO,FR,extract,T,D
Saussurea,CZ,CN,roots,T,D
Saussurea,DE,CH,powder,P,D
Saussurea,DE,CH,powder,T,D
Saussurea,DE,CH,powder,T,D
Saussurea,DE,CH,roots,T,D
Saussurea,DE,CH,roots,T,D
Saussurea,DE,CN,medicine,T,D
Saussurea,DE,CN,roots,T,D
Saussurea,DK,US,extract,T,D
Saussurea,DK,US,extract,T,D
Saussurea,DK,US,medicine,T,D
Saussurea,DK,US,roots,T,D
Saussurea,EG,CN,roots,B,D
Saussurea,FR,IN,roots,T,A
Saussurea,FR,IN,roots,T,D
Saussurea,GB,TW,powder,T,A
Saussurea,HK,MY,medicine,M,D
Saussurea,HK,MY,medicine,T,D
Saussurea,HK,MY,powder,T,D
Saussurea,HK,MY,roots,T,D
Saussurea,HK,TH,medicine,T,D
Saussurea,ID,FR,extract,T,D
Saussurea,ID,HK,medicine,T,D
Saussurea,IL,US,extract,T,D
Saussurea,JP,CN,medicine,T,D
Saussurea,JP,CN,medicine,T,D
Saussurea,JP,CN,roots,T,D
Saussurea,JP,TW,medicine,T,D
Saussurea,JP,TW,medicine,T,D
Saussurea,JP,TW,powder,T,D
Saussurea,JP,TW,medicine,T,D
Saussurea,KR,CN,medicine,T,A
Saussurea,KR,CN,medicine,T,D
Saussurea,KR,CN,roots,B,D
Saussurea,KR,JP,derivatives,T,D
Saussurea,KR,JP,medicine,T,D
Saussurea,KR,JP,medicine,T,D
Saussurea,MA,CN,roots,T,D
Saussurea,MX,FR,extract,T,D
Saussurea,MY,CN,medicine,T,D
Saussurea,MY,CN,medicine,T,D
Saussurea,MY,HK,medicine,T,D
Saussurea,NL,CN,medicine,T,D
Saussurea,NL,CN,roots,T,D
Saussurea,NL,US,extract,T,D
Saussurea,RU,CN,roots,B,D
Saussurea,RU,CN,roots,T,D
Saussurea,SA,CN,roots,T,D
Saussurea,SG,CN,medicine,T,D
Saussurea,SG,CN,medicine,T,D
Saussurea,SG,HK,medicine,T,D
Saussurea,SN,US,medicine,L,I
Saussurea,SZ,IN,roots,T,D
Saussurea,TH,CN,medicine,T,D
Saussurea,US,CN,medicine,P,I
Saussurea,US,CN,medicine,P,I
Saussurea,US,CN,medicine,T,I
Saussurea,US,CN,medicine,T,I
Saussurea,US,CN,medicine,T,D
Saussurea,US,CN,medicine,T,I
Saussurea,US,CN,medicine,T,I
Saussurea,US,CN,roots,T,D
Saussurea,US,CN,roots,T,I
Saussurea,US,FR,extract,T,D
Saussurea,US,HK,medicine,T,D
Saussurea,US,HK,roots,T,D
Saussurea,US,IN,medicine,P,I
Saussurea,US,IN,medicine,T,I
Saussurea,US,MY,medicine,T,I
Saussurea,US,TH,medicine,P,I
Saussurea,US,VN,medicine,P,I
Saussurea,US,VN,medicine,T,I
Saussurea,VN,CN,roots,T,D
,CN,GB,leather products (large),T,O
,HK,GB,jewellery,T,O
Crocodylus,US,KH,bodies,P,I
Crocodylus,AE,IT,skins,T,D
Crocodylus,AM,MC,leather products (small),P,D
Crocodylus,AZ,IT,garments,T,D
Crocodylus,BE,MC,leather products (small),P,D
Crocodylus,BL,IT,leather products (small),T,D
Crocodylus,CH,DE,skins,T,D
Crocodylus,CH,IT,leather products (small),T,D
Crocodylus,CH,MC,leather products (small),P,D
Crocodylus,CH,SG,skins,T,D
Crocodylus,CN,FR,skins,T,D
Crocodylus,CN,IT,leather products (large),T,D
Crocodylus,CN,IT,leather products (small),T,D
Crocodylus,CN,MC,leather products (small),P,D
Crocodylus,FR,CO,skins,T,D
Crocodylus,FR,MC,leather products (small),P,D
Crocodylus,GB,MC,leather products (small),P,D
Crocodylus,HK,CO,skins,T,D
Crocodylus,HK,FR,skins,T,D
Crocodylus,HK,IT,jewellery,T,D
Crocodylus,HK,IT,leather products (large),T,D
Crocodylus,HK,IT,leather products (small),T,D
Crocodylus,IN,MC,leather products (small),P,D
Crocodylus,IT,CO,skins,T,D
Crocodylus,JP,CH,leather products (small),T,D
Crocodylus,JP,DE,skins,T,D
Crocodylus,JP,IT,leather products (large),T,D
Crocodylus,JP,IT,leather products (small),T,D
Crocodylus,JP,SG,skins,T,D
Crocodylus,KR,DE,skins,T,D
Crocodylus,KR,ES,skins,T,D
Crocodylus,KR,IT,leather products (small),T,D
Crocodylus,MC,IT,leather products (small),T,D
Crocodylus,QA,MC,leather products (small),P,D
Crocodylus,RO,MC,leather products (small),P,D
Crocodylus,RU,IT,leather products (small),T,D
Crocodylus,RU,MC,leather products (small),P,D
Crocodylus,SA,IT,leather products (small),T,D
Crocodylus,SG,CO,skins,T,D
Crocodylus,SG,IT,leather products (small),T,D
Crocodylus,TR,IT,leather products (small),T,D
Crocodylus,UA,IT,leather products (small),P,D
Crocodylus,UA,IT,leather products (small),T,D
Crocodylus,UA,MC,leather products (small),P,D
Crocodylus,US,MC,leather products (small),P,D
Crocodylus,UZ,IT,leather products (small),T,D
Crocodylus,XX,IT,leather products (small),T,D
Crocodylus,XX,MC,leather products (small),P,D
Crocodylus,US,AU,live,Z,C
Crocodylus,AE,UG,leather products (small),E,W
Crocodylus,AE,UG,leather products (small),E,W
Crocodylus,AT,NA,skins,H,W
Crocodylus,CH,DE,bodies,Q,O
Crocodylus,CH,FR,skulls,T,C
Crocodylus,CN,ES,skins,T,R
Crocodylus,CZ,ZA,leather products (small),T,D
Crocodylus,DE,CH,specimens,S,C
Crocodylus,DE,NA,skulls,H,W
Crocodylus,DE,NA,trophies,H,W
Crocodylus,FR,JP,carvings,Q,O
Crocodylus,FR,JP,leather products (large),Q,O
Crocodylus,FR,JP,leather products (small),Q,O
Crocodylus,JP,FR,carvings,Q,O
Crocodylus,JP,FR,leather products (large),Q,O
Crocodylus,JP,FR,leather products (small),Q,O
Crocodylus,KR,US,bodies,Q,O
Crocodylus,MY,SG,leather products (small),T,D
Crocodylus,NO,CH,leather products (small),T,R
Crocodylus,PT,SN,leather products (small),T,D
Crocodylus,RU,NA,rug,H,W
Crocodylus,SA,TR,garments,T,W
Crocodylus,SG,FR,leather products (small),T,O
Crocodylus,SN,US,leather products (small),L,I
Crocodylus,TR,CH,leather products (small),T,C
Crocodylus,TR,CH,leather products (small),T,R
Crocodylus,TR,CH,leather products (small),T,W
Crocodylus,TR,ES,skins,T,C
Crocodylus,TR,ES,skins,T,C
Crocodylus,TR,ES,skins,T,W
Crocodylus,TR,IT,leather products (small),T,C
Crocodylus,TR,NL,leather products (small),T,W
Crocodylus,TW,FR,leather products (small),T,C
Crocodylus,UG,AE,leather products (small),E,W
Crocodylus,UG,AE,leather products (small),E,W
Crocodylus,US,CA,leather products (small),T,I
Crocodylus,US,CH,leather products (small),T,I
Crocodylus,US,ES,leather products (small),T,R
Crocodylus,US,FR,leather products (small),T,R
Crocodylus,US,GB,leather products (large),P,I
Crocodylus,US,GB,leather products (small),T,I
Crocodylus,US,KR,leather products (small),P,I
Crocodylus,US,LT,leather products (small),P,I
Crocodylus,US,MX,garments,P,I
Crocodylus,US,MX,leather products (small),P,I
Crocodylus,US,NA,skins,H,W
Crocodylus,US,NA,trophies,H,W
Crocodylus,US,SD,leather products (small),P,I
Crocodylus,US,SG,leather products (small),P,I
Crocodylus,US,TH,leather products (small),T,I
Crocodylus,US,TR,leather products (small),T,C
Crocodylus,US,ZM,leather products (small),P,I
Crocodylus,ZA,NA,trophies,H,W
Crocodylus,AE,FR,garments,T,D
Crocodylus,AE,FR,leather products (small),T,D
Crocodylus,AE,FR,garments,T,D
Crocodylus,AE,FR,leather products (large),T,D
Crocodylus,AE,FR,leather products (small),T,D
Crocodylus,AE,IT,leather products (small),T,D
Crocodylus,AE,IT,leather products (small),T,D
Crocodylus,AE,IT,leather products (small),P,C
Crocodylus,AU,FR,leather products (small),T,D
Crocodylus,AU,IT,skins,T,D
Crocodylus,AU,SG,teeth,T,D
Crocodylus,AZ,IT,leather products (large),T,D
Crocodylus,AZ,IT,leather products (small),T,D
Crocodylus,AZ,IT,leather products (small),T,D
Crocodylus,BD,MY,live,T,C
Crocodylus,BH,FR,leather products (small),T,D
Crocodylus,BH,FR,leather products (small),T,D
Crocodylus,BL,IT,leather products (small),T,D
Crocodylus,BN,FR,leather products (small),T,D
Crocodylus,BR,FR,leather products (small),T,D
Crocodylus,CG,IT,leather products (small),P,D
Crocodylus,CH,DE,leather products (small),T,D
Crocodylus,CH,FR,skins,T,D
Crocodylus,CH,FR,leather products (small),T,D
Crocodylus,CH,FR,carvings,T,D
Crocodylus,CH,FR,garments,T,D
Crocodylus,CH,FR,leather products (large),T,D
Crocodylus,CH,FR,leather products (small),T,D
Crocodylus,CH,FR,skins,T,D
Crocodylus,CH,GB,leather products (small),T,R
Crocodylus,CH,IT,leather products (small),T,D
Crocodylus,CN,FR,skins,T,D
Crocodylus,CN,FR,leather products (large),T,D
Crocodylus,CN,FR,leather products (small),T,D
Crocodylus,CN,FR,carvings,T,D
Crocodylus,CN,FR,garments,T,D
Crocodylus,CN,FR,leather products (large),T,D
Crocodylus,CN,FR,leather products (small),T,D
Crocodylus,CN,FR,skins,T,D
Crocodylus,CN,IT,leather products (small),T,R
Crocodylus,CN,IT,leather products (small),T,D
Crocodylus,CN,IT,jewellery,T,D
Crocodylus,CN,IT,leather products (large),T,D
Crocodylus,CN,IT,leather products (small),T,D
Crocodylus,CN,IT,leather products (small),T,D
Crocodylus,CN,IT,leather products (small),T,C
Crocodylus,CN,MY,bodies,P,D
Crocodylus,CN,MY,bodies,T,D
Crocodylus,CN,MY,live,T,D
Crocodylus,CN,SG,skins,T,D
Crocodylus,CN,SG,skins,E,D
Crocodylus,CN,SG,skins,T,D
Crocodylus,CN,SG,skins,T,D
Crocodylus,CN,SG,skins,T,D
Crocodylus,CN,TH,skins,T,D
Crocodylus,DE,MY,skins,T,D
Crocodylus,DE,MY,tails,P,D
Crocodylus,FR,AE,leather products (small),T,D
Crocodylus,FR,CA,leather products (small),Q,O
Crocodylus,FR,CH,leather products (small),T,C
Crocodylus,FR,CH,garments,T,D
Crocodylus,FR,CH,leather products (small),T,D
Crocodylus,FR,CN,leather products (small),T,D
Crocodylus,FR,CN,leather products (large),T,D
Crocodylus,FR,CN,leather products (small),T,D
Crocodylus,FR,HK,skins,T,D
Crocodylus,FR,KR,garments,T,D
Crocodylus,FR,KR,leather products (small),T,D
Crocodylus,FR,MC,leather products (small),T,O
Crocodylus,FR,MO,leather products (small),T,D
Crocodylus,FR,MY,skins,T,D
Crocodylus,FR,SG,skins,T,D
Crocodylus,FR,SG,bodies,T,D
Crocodylus,FR,SG,skin pieces,T,D
Crocodylus,FR,SG,leather products (small),Q,O
Crocodylus,FR,SG,skins,T,D
Crocodylus,FR,TH,skins,T,D
Crocodylus,FR,TR,leather products (small),T,D
Crocodylus,GB,MY,skulls,P,D
Crocodylus,GB,SG,carvings,T,D
Crocodylus,HK,CH,leather products (small),T,D
Crocodylus,HK,FR,leather products (small),T,D
Crocodylus,HK,FR,skins,T,D
Crocodylus,HK,FR,leather products (large),T,D
Crocodylus,HK,FR,leather products (small),T,D
Crocodylus,HK,FR,leather products (small),T,D
Crocodylus,HK,FR,skins,T,D
Crocodylus,HK,FR,leather products (small),T,O
Crocodylus,HK,IT,leather products (small),T,D
Crocodylus,HK,IT,leather products (small),T,D
Crocodylus,HK,IT,jewellery,T,D
Crocodylus,HK,IT,leather products (small),T,D
Crocodylus,HK,IT,leather products (small),T,C
Crocodylus,HK,MY,bodies,T,D
Crocodylus,HK,MY,bones,T,D
Crocodylus,HK,MY,meat,P,D
Crocodylus,HK,MY,meat,T,D
Crocodylus,HK,MY,skins,T,D
Crocodylus,HK,MY,skins,T,D
Crocodylus,HK,SG,skins,T,D
Crocodylus,HK,SG,skins,T,D
Crocodylus,HK,SG,skins,T,D
Crocodylus,HK,SG,oil,T,D
Crocodylus,HK,SG,skin pieces,T,D
Crocodylus,HK,TH,leather products (small),T,D
Crocodylus,HK,TH,skins,Q,D
Crocodylus,HK,TH,skins,T,D
Crocodylus,HK,TH,skin pieces,T,D
Crocodylus,HK,TH,trophies,T,D
Crocodylus,ID,FR,leather products (small),T,D
Crocodylus,ID,FR,leather products (small),T,D
Crocodylus,ID,IT,leather products (small),P,C
Crocodylus,IT,CH,leather products (small),T,D
Crocodylus,IT,CH,leather products (small),T,D
Crocodylus,IT,CN,leather products (small),T,D
Crocodylus,IT,CN,leather products (small),T,D
Crocodylus,IT,MY,skins,T,D
Crocodylus,IT,MY,skulls,P,D
Crocodylus,IT,SG,skins,T,D
Crocodylus,IT,SG,skins,T,D
Crocodylus,IT,TH,skins,T,D
Crocodylus,JP,BD,skins,T,D
Crocodylus,JP,CH,leather products (small),T,D
Crocodylus,JP,FR,leather products (small),T,D
Crocodylus,JP,FR,garments,T,D
Crocodylus,JP,FR,leather products (small),T,C
Crocodylus,JP,FR,leather products (small),T,D
Crocodylus,JP,GB,leather products (small),T,D
Crocodylus,JP,IT,leather products (small),T,D
Crocodylus,JP,SG,skins,T,D
Crocodylus,KP,CN,bodies,E,U
Crocodylus,KR,ES,skins,T,D
Crocodylus,KR,ES,skins,T,D
Crocodylus,KR,ES,skins,T,D
Crocodylus,KR,FR,leather products (small),T,D
Crocodylus,KR,FR,skins,T,D
Crocodylus,KR,FR,leather products (small),T,D
Crocodylus,KR,FR,skins,T,D
Crocodylus,KR,FR,leather products (small),T,D
Crocodylus,KR,FR,leather products (small),T,R
Crocodylus,KR,FR,skins,T,D
Crocodylus,KR,HK,leather products (small),T,D
Crocodylus,KR,IT,leather products (small),T,R
Crocodylus,KR,IT,leather products (small),T,D
Crocodylus,KR,IT,leather products (small),T,D
Crocodylus,KR,PH,oil,T,D
Crocodylus,KR,SG,skins,T,D
Crocodylus,KW,FR,leather products (small),T,D
Crocodylus,KW,IT,leather products (small),T,D
Crocodylus,KZ,FR,leather products (small),T,D
Crocodylus,KZ,FR,garments,T,D
Crocodylus,LB,FR,leather products (small),T,D
Crocodylus,LB,FR,garments,T,D
Crocodylus,LB,FR,leather products (small),T,D
Crocodylus,LB,IT,skins,T,D
Crocodylus,MC,FR,leather products (small),T,O
Crocodylus,MC,FR,leather products (small),T,U
Crocodylus,MC,IT,leather products (small),T,D
Crocodylus,MO,FR,leather products (small),T,D
Crocodylus,MO,FR,leather products (small),T,D
Crocodylus,MO,IT,leather products (small),T,D
Crocodylus,MO,IT,leather products (small),T,D
Crocodylus,MY,FR,leather products (small),T,D
Crocodylus,MY,FR,leather products (small),T,D
Crocodylus,MY,FR,leather products (small),T,D
Crocodylus,MY,SG,skins,T,D
Crocodylus,MY,SG,skin pieces,T,D
Crocodylus,MY,SG,leather products (small),T,D
Crocodylus,PH,SG,leather products (small),T,D
Crocodylus,QA,FR,leather products (small),T,D
Crocodylus,RU,FR,leather products (small),T,D
Crocodylus,RU,FR,garments,T,D
Crocodylus,RU,FR,leather products (small),T,D
Crocodylus,RU,IT,leather products (small),T,D
Crocodylus,RU,IT,garments,T,D
Crocodylus,RU,IT,leather products (small),P,D
Crocodylus,RU,IT,leather products (small),T,D
Crocodylus,RU,IT,leather products (small),T,D
Crocodylus,SA,GB,leather products (small),T,R
Crocodylus,SA,IT,leather products (small),P,D
Crocodylus,SG,CN,skins,E,D
Crocodylus,SG,CN,skins,T,D
Crocodylus,SG,FR,leather products (small),T,D
Crocodylus,SG,FR,skins,T,D
Crocodylus,SG,FR,leather products (small),T,D
Crocodylus,SG,FR,garments,T,D
Crocodylus,SG,FR,leather products (large),T,D
Crocodylus,SG,FR,leather products (small),T,D
Crocodylus,SG,FR,skins,T,D
Crocodylus,SG,HK,skins,T,D
Crocodylus,SG,HK,skins,T,D
Crocodylus,SG,IT,leather products (small),T,D
Crocodylus,SG,IT,leather products (small),T,D
Crocodylus,SG,MY,meat,T,D
Crocodylus,SG,MY,oil,T,D
Crocodylus,SG,MY,oil,T,D
Crocodylus,SG,MY,skins,T,D
Crocodylus,SG,MY,skin pieces,T,D
Crocodylus,SG,PH,skins,T,D
Crocodylus,SG,PH,skins,T,D
Crocodylus,SG,PH,skin pieces,T,D
Crocodylus,TH,FR,leather products (small),T,D
Crocodylus,TH,FR,skins,T,D
Crocodylus,TH,FR,leather products (small),T,D
Crocodylus,TH,FR,skins,T,D
Crocodylus,TH,IT,skins,T,D
Crocodylus,TH,MY,bodies,T,D
Crocodylus,TH,MY,live,T,D
Crocodylus,TH,MY,meat,T,D
Crocodylus,TH,MY,skins,T,D
Crocodylus,TH,SG,skins,T,D
Crocodylus,TH,SG,skins,T,D
Crocodylus,TM,IT,garments,T,D
Crocodylus,TR,FR,leather products (small),T,C
Crocodylus,TR,FR,skins,T,D
Crocodylus,TR,FR,skins,T,D
Crocodylus,TR,FR,leather products (small),T,D
Crocodylus,TR,FR,leather products (small),T,D
Crocodylus,TR,FR,skins,T,D
Crocodylus,TR,FR,skins,T,R
Crocodylus,TR,IT,leather products (small),T,D
Crocodylus,TR,MY,skulls,P,D
Crocodylus,UA,FR,leather products (large),T,D
Crocodylus,UA,IT,leather products (small),T,D
Crocodylus,UA,IT,leather products (small),T,D
Crocodylus,US,GB,leather products (small),T,I
Crocodylus,US,GB,leather products (small),T,O
Crocodylus,US,TH,leather products (small),T,I
Crocodylus,VN,FR,leather products (small),T,D
Crocodylus,VN,FR,leather products (small),T,D
Crocodylus,VN,MY,skins,T,D
Crocodylus,XX,IT,skins,T,D
Crocodylus,XX,IT,leather products (small),T,D
Crocodylus,XX,MC,leather products (small),P,D
Crocodylus,XX,MC,garments,P,D
Crocodylus,XX,MC,leather products (small),P,D
Crocodylus,XX,MC,leather products (small),P,O
Crocodylus,XX,MC,leather products (small),P,U
Crocodylus,ZA,IT,leather products (small),T,D
Crocodylus,KP,CU,live,Z,C
Crocodylus,NO,DK,live,Z,F
Crocodylus,SG,IT,leather products (small),P,C
Crocodylus,AE,IT,leather products (small),P,D
Crocodylus,AE,IT,leather products (small),T,D
Crocodylus,AM,IT,leather products (small),T,D
Crocodylus,AZ,IT,leather products (small),T,D
Crocodylus,BE,TH,skulls,P,D
Crocodylus,BH,IT,leather products (small),T,D
Crocodylus,BL,IT,leather products (small),T,D
Crocodylus,CA,RO,leather products (small),T,D
Crocodylus,CG,FR,leather products (small),T,D
Crocodylus,CH,IT,leather products (small),T,D
Crocodylus,CH,IT,garments,T,D
Crocodylus,CH,IT,leather products (small),P,D
Crocodylus,CH,IT,leather products (small),T,D
Crocodylus,CH,IT,leather products (large),T,D
Crocodylus,CH,IT,leather products (small),T,D
Crocodylus,CH,JP,skins,T,D
Crocodylus,CH,SG,skins,T,D
Crocodylus,CN,FR,leather products (small),T,D
Crocodylus,CN,FR,skins,T,D
Crocodylus,CN,IT,garments,P,D
Crocodylus,CN,IT,leather products (small),T,D
Crocodylus,CN,IT,leather products (small),P,D
Crocodylus,CN,IT,leather products (small),T,D
Crocodylus,CN,JP,skins,T,D
Crocodylus,CN,KH,live,T,D
Crocodylus,CN,SG,skins,T,D
Crocodylus,CN,SG,skins,E,D
Crocodylus,CN,SG,skins,T,D
Crocodylus,CN,SG,oil,T,D
Crocodylus,CN,TH,skins,T,D
Crocodylus,CN,TH,leather products (small),T,D
Crocodylus,CN,TH,jewellery,T,D
Crocodylus,CN,TH,leather products (small),T,D
Crocodylus,CN,TH,meat,T,D
Crocodylus,CN,VN,live,B,D
Crocodylus,CN,VN,live,T,D
Crocodylus,CN,VN,meat,T,C
Crocodylus,CN,VN,skins,T,D
Crocodylus,CY,TR,skins,T,D
Crocodylus,DE,SG,skins,T,D
Crocodylus,DE,TH,derivatives,P,D
Crocodylus,DE,TH,leather products (small),P,D
Crocodylus,DE,TH,leather products (small),T,D
Crocodylus,DE,TH,skins,P,D
Crocodylus,DE,TH,skins,T,D
Crocodylus,DE,VN,leather products (small),T,D
Crocodylus,DK,VN,live,Z,D
Crocodylus,ES,TH,leather products (small),T,D
Crocodylus,FR,HK,skins,T,D
Crocodylus,FR,HK,leather products (small),T,D
Crocodylus,FR,JP,leather products (small),T,D
Crocodylus,FR,TH,skins,T,D
Crocodylus,FR,TR,skins,T,D
Crocodylus,FR,VN,live,T,D
Crocodylus,GB,TH,skulls,P,D
Crocodylus,HK,FR,leather products (small),T,D
Crocodylus,HK,FR,skins,T,D
Crocodylus,HK,IT,jewellery,T,D
Crocodylus,HK,IT,leather products (small),T,D
Crocodylus,HK,IT,leather products (small),T,D
Crocodylus,HK,SG,leather products (small),T,D
